"","site","year_mo","year","plotID","easting","northing","latitude","longitude","Dominant_NLCD_Classes","NLCD_Classes_Abb","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_native","rel_cover_unknown","rel_cover_exotic","cover_native","cover_unknown","cover_exotic","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","scale","invaded","turnover","nestedness","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","ID2","system.index","easting","first","northing","plotID","site","year","year_mo",".geo","p_IDn","plotID","pointID","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","plotEdge","p_IDn","ID2"
"1171","MLBS","2017-08",2017,"MLBS_010",541941.666,4135532.169,37.365565,-80.526343,"Deciduous Forest","D",0,0,0,2.723013978,0.052365653,52,2.658073195,0.054246392,49,0.235447752,0.078482584,3,0.858605246,0.141394754,0,27.95833333,4.604166667,0,1,32.5625,2.723013978,0.052365653,52,2.399399966,0.079979999,30,"plot","not_invaded",0.780991736,0.039347248,14.57840102,17.311,1.323106651,0.106575964,0.893424036,1.059824637,5.08757527,0.463389564,2.087004005,0.56706626,0.86996865,4.874261856,0.56706626,6.985,13.46,"2017MLBS_010541941.666","0000000000000000005d",541941.666,41,4135532.169,"MLBS_010","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.52634407744638,37.36556345127404]}","MLBS_010541941.6664135532.169","MLBS_010","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.365565,-80.526343,"WGS84","17N",541941.666,4135532.169,0.13,1236.98,0.21,1235.09,1240.29,3.65,44.29,"deciduousForest","Ultisols","GeoXH 6000",20150930,543,5.9,2.7,"div|cdw|cfc|dhp|hbp|vst|bet|cfc",40,"MLBS_010541941.6664135532.169","2017MLBS_010541941.666"
"1154","MLBS","2017-08",2017,"MLBS_022",541956.63,4135331.114,37.363752,-80.526185,"Deciduous Forest","D",0,0,0,1.622671753,0.049171871,33,1.557706236,0.053714008,29,1.200163506,0.300040877,4,0.986939049,0.013060951,0,61.39583333,0.8125,0,1,62.20833333,1.622671753,0.049171871,33,1.339373163,0.060880598,22,"plot","not_invaded",0.75,0.072222222,17.68182443,19.778,1.224913441,0.108843537,0.891156463,0.921960305,5.303532905,0.377350238,1.939366863,0.56036736,0.850018959,6.386805209,0.56036736,11.085,16.8,"2017MLBS_022541956.63","0000000000000000005e",541956.63,41,4135331.114,"MLBS_022","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.52618354980845,37.363753056246345]}","MLBS_022541956.634135331.114","MLBS_022","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.363752,-80.526185,"WGS84","17N",541956.63,4135331.114,0.21,1250.19,0.19,1246.62,1256.54,9.93,180,"deciduousForest","Ultisols","GeoXH 6000",20170502,353,6.8,6,"div",40,"MLBS_022541956.634135331.114","2017MLBS_022541956.63"
"1178","MLBS","2017-08",2017,"MLBS_017",541971.424,4134783.671,37.358817,-80.526049,"Deciduous Forest","D",0,0,0,2.195610897,0.045741894,48,2.174642059,0.047274827,46,0.636514168,0.318257084,2,0.995735608,0.004264392,0,29.1875,0.125,0,1,29.3125,2.195610897,0.045741894,48,1.753329336,0.064938124,27,"plot","not_invaded",0.715686275,0.132877694,7.589083969,9.309,1.231540707,0.108843537,0.891156463,1.060012281,1.988738313,0.284432149,0.089341563,0.414814153,0.701519824,6.679061101,0.414814153,6.31,7.62,"2017MLBS_017541971.424","0000000000000000005f",541971.424,41,4134783.671,"MLBS_017","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.52604977677686,37.35881683138018]}","MLBS_017541971.4244134783.671","MLBS_017","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.358817,-80.526049,"WGS84","17N",541971.424,4134783.671,0.11,1318.09,0.14,1317.37,1320.82,1.32,1.1,"deciduousForest","Ultisols","GeoXH 6000",20150930,592,3.9,1.4,"div|cdw|cfc|dhp|hbp|vst",40,"MLBS_017541971.4244134783.671","2017MLBS_017541971.424"
"1159","MLBS","2017-08",2017,"MLBS_001",542063.973,4134993.07,37.3607,-80.524992,"Deciduous Forest","D",0,0,1,2.155055112,0.047890114,45,2.0441994,0.049858522,41,1.187003269,0.296750817,4,0.967600701,0.030647986,0.001751313,46.04166667,1.458333333,0.083333333,0.998248687,47.5,2.164146983,0.047046674,46,1.95319309,0.088781504,22,"plot","invaded",0.754385965,0.064968874,11.46183249,13.859,1.259362753,0.106575964,0.893424036,1.123771532,3.375403478,0.355128177,1.790949053,0.506645244,0.800889727,6.001629753,0.506645244,7.7925,10.92,"2017MLBS_001542063.973","00000000000000000060",542063.973,41,4134993.07,"MLBS_001","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.52499296982718,37.36069857202473]}","MLBS_001542063.9734134993.07","MLBS_001","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.3607,-80.524992,"WGS84","17N",542063.973,4134993.07,0.17,1310.85,0.22,1305.47,1311.13,5.21,20.29,"deciduousForest","Ultisols","GeoXH 6000",20150930,507,5.5,3.1,"div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc",40,"MLBS_001542063.9734134993.07","2017MLBS_001542063.973"
"1163","MLBS","2017-08",2017,"MLBS_002",542123.13,4136253.43,37.372058,-80.524252,"Deciduous Forest","D",0,0,0,2.786632105,0.061925158,45,2.700829251,0.064305458,42,0.546456422,0.182152141,3,0.955847255,0.044152745,0,16.6875,0.770833333,0,1,17.45833333,2.786632105,0.061925158,45,2.4701089,0.091485515,27,"plot","not_invaded",0.75,0.061235955,17.73110433,21.165,1.338121013,0.108843537,0.891156463,1.224739236,5.566702956,0.393337838,2.583823394,0.581331258,0.859913376,6.445356222,0.581331258,11.96,16.72,"2017MLBS_002542123.13","00000000000000000061",542123.13,41,4136253.43,"MLBS_002","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.52425275905232,37.372055902407865]}","MLBS_002542123.134136253.43","MLBS_002","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.372058,-80.524252,"WGS84","17N",542123.13,4136253.43,0.23,1178.53,0.33,1174.88,1180.98,6.3,279.51,"deciduousForest","Ultisols","GeoXH 6000",20150928,516,10.4,4.1,"div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc",40,"MLBS_002542123.134136253.43","2017MLBS_002542123.13"
"1165","MLBS","2017-08",2017,"MLBS_012",542285.916,4134615.118,37.357284,-80.522508,"Deciduous Forest","D",0,0,0,2.639381307,0.059985939,44,2.621511689,0.060965388,43,0,0,1,0.995186522,0.004813478,0,17.22916667,0.083333333,0,1,17.3125,2.639381307,0.059985939,44,2.031687683,0.088334247,23,"plot","not_invaded",0.707423581,0.140303692,8.802743655,11.926,1.274845983,0.106575964,0.893424036,1.87240351,2.95978735,0.39903778,1.66076353,0.528314716,0.735612245,7.746186318,0.528314716,5.0775,8.32,"2017MLBS_012542285.916","00000000000000000062",542285.916,41,4134615.118,"MLBS_012","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.52250925054042,37.35728290061779]}","MLBS_012542285.9164134615.118","MLBS_012","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.357284,-80.522508,"WGS84","17N",542285.916,4134615.118,0.13,1284.29,0.2,1281.72,1290.48,4.23,297.7,"deciduousForest","Ultisols","GeoXH 6000",20161020,304,2.4,1.6,"div|cdw|cfc|dhp|hbp|vst",40,"MLBS_012542285.9164134615.118","2017MLBS_012542285.916"
"1164","MLBS","2017-08",2017,"MLBS_005",542363.962,4135261.521,37.363106,-80.521589,"Deciduous Forest","D",0,0,0,2.286733381,0.058634189,39,2.23298994,0.063799713,35,1.221121739,0.305280435,4,0.987739088,0.012260912,0,41.95833333,0.520833333,0,1,42.47916667,2.286733381,0.058634189,39,2.020507391,0.091841245,22,"plot","not_invaded",0.717741935,0.097561495,16.3961601,18.111,1.158323967,0.136054422,0.863945578,0.797363044,4.503056609,0.325587826,3.019082482,0.509251844,0.80850784,7.480527307,0.509251844,12.6225,15.94,"2017MLBS_005542363.962","00000000000000000063",542363.962,41,4135261.521,"MLBS_005","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.5215906757234,37.363106486593594]}","MLBS_005542363.9624135261.521","MLBS_005","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.363106,-80.521589,"WGS84","17N",542363.962,4135261.521,0.16,1266.83,0.25,1265.57,1273.3,10.05,353.91,"deciduousForest","Ultisols","GeoXH 6000",20151001,511,4.3,2,"div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc",40,"MLBS_005542363.9624135261.521","2017MLBS_005542363.962"
"1162","MLBS","2017-08",2017,"MLBS_011",542405.524,4134855.841,37.359448,-80.521143,"Deciduous Forest","D",0,0,1,2.531490391,0.04776397,53,2.442812335,0.049853313,49,0.682243034,0.170560758,4,0.964768056,0.034057546,0.001174398,34.22916667,1.208333333,0.041666667,0.998825602,35.4375,2.537614786,0.046992866,54,2.208520738,0.081797064,27,"plot","invaded",0.768817204,0.064192504,12.55392895,14.557,1.212786474,0.138321995,0.861678005,1.051563045,3.510182677,0.333011142,2.069559458,0.507048332,0.793893365,6.922638224,0.507048332,8.39,12.03,"2017MLBS_011542405.524","00000000000000000064",542405.524,41,4134855.841,"MLBS_011","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.52114476561806,37.35945002372977]}","MLBS_011542405.5244134855.841","MLBS_011","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.359448,-80.521143,"WGS84","17N",542405.524,4134855.841,0.13,1286.26,0.17,1279.95,1286.75,2.92,295,"deciduousForest","Ultisols","GeoXH 6000",20170502,339,3.4,1.4,"div|cdw|cfc|dhp|hbp|vst|bet",40,"MLBS_011542405.5244134855.841","2017MLBS_011542405.524"
"1155","MLBS","2017-08",2017,"MLBS_024",542405.838,4134973.348,37.360507,-80.521133,"Deciduous Forest","D",0,0,1,2.53920023,0.051820413,49,2.293470491,0.050966011,45,1.067164387,0.266791097,4,0.666666667,0.275426875,0.057906459,37.41666667,15.45833333,3.25,0.942093541,52.875,2.61333192,0.052266638,50,2.27947393,0.091178957,25,"plot","invaded",0.75177305,0.050486837,13.36500756,14.895,1.126318583,0.099773243,0.900226757,0.690450879,4.019121802,0.350678915,2.554241093,0.406771355,0.839948194,5.448733157,0.406771355,12.1,13.09,"2017MLBS_024542405.838","00000000000000000065",542405.838,41,4134973.348,"MLBS_024","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.5211313883149,37.360506830679434]}","MLBS_024542405.8384134973.348","MLBS_024","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.360507,-80.521133,"WGS84","17N",542405.838,4134973.348,0.12,1291.87,0.19,1288.99,1296.79,0,0,"deciduousForest","Ultisols","GeoXH 6000",20161020,313,4.3,2.1,"div",40,"MLBS_024542405.8384134973.348","2017MLBS_024542405.838"
"1190","MLBS","2017-08",2017,"MLBS_064",542482.304,4136644.036,37.375562,-80.520174,"Deciduous Forest","D",0,0,1,2.865155283,0.063670117,45,2.844720033,0.064652728,44,0,0,1,0.988906498,0.006339144,0.004754358,26,0.166666667,0.125,0.995245642,26.16666667,2.881705952,0.062645782,46,2.207988454,0.091999519,24,"plot","invaded",0.742105263,0.057485739,15.52594072,19.607,1.492347846,0.120181406,0.879818594,1.591827068,4.42586077,0.339450467,2.113390455,0.570446358,0.854347353,6.157694361,0.570446358,11.11,14.6,"2017MLBS_064542482.304","00000000000000000066",542482.304,41,4136644.036,"MLBS_064","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.5201726815884,37.37556075583587]}","MLBS_064542482.3044136644.036","MLBS_064","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","tower","basePlot",NA,1600,"40m x 40m",37.375562,-80.520174,"WGS84","17N",542482.304,4136644.036,0.28,1177.27,0.34,1173.26,1182.2,1.83,180.4,"deciduousForest","Entisols","GeoXH 6000",20150810,538,6.3,3.6,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"MLBS_064542482.3044136644.036","2017MLBS_064542482.304"
"1186","MLBS","2017-08",2017,"MLBS_061",542514.739,4136762.794,37.376631,-80.5198,"Deciduous Forest","D",0,0,0,2.307945167,0.059178081,39,2.284193126,0.060110345,38,0,0,1,0.993721973,0.006278027,0,23.08333333,0.145833333,0,1,23.22916667,2.307945167,0.059178081,39,1.867359045,0.084879957,22,"plot","not_invaded",0.751724138,0.053153911,14.62312312,17.067,1.354319371,0.097505669,0.902494331,1.366524602,3.98738444,0.320719437,1.889203077,0.5452913,0.823534561,6.326854357,0.5452913,10.87,13.79,"2017MLBS_061542514.739","00000000000000000067",542514.739,41,4136762.794,"MLBS_061","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.51979811709992,37.376630940088695]}","MLBS_061542514.7394136762.794","MLBS_061","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","tower","basePlot",NA,1600,"40m x 40m",37.376631,-80.5198,"WGS84","17N",542514.739,4136762.794,0.14,1169.02,0.22,1167.3,1175.66,0,0,"deciduousForest","Entisols","GeoXH 6000",20150810,506,3.7,2.4,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"MLBS_061542514.7394136762.794","2017MLBS_061542514.739"
"NA.57","MLBS","2017-08",2017,"MLBS_009",542632.311,4136519.606,37.374434,-80.518487,"Deciduous Forest","D",0,0,0,3.072990152,0.056907225,54,2.979771238,0.059595425,50,0.665964985,0.166491246,4,0.922991071,0.077008929,0,17.22916667,1.4375,0,1,18.66666667,3.072990152,0.056907225,54,2.126640369,0.092462625,23,"plot","not_invaded",0.744525547,0.051590957,16.0802641,18.306,1.241586903,0.115646259,0.884353741,0.993967175,4.840819242,0.374364658,2.622136214,0.556605071,0.857376665,5.695624287,0.556605071,11.2975,15.1,"2017MLBS_009542632.311","00000000000000000068",542632.311,41,4136519.606,"MLBS_009","MLBS",2017,"2017-08","{""type"":""Point"",""coordinates"":[-80.51848714139021,37.37443260326935]}","MLBS_009542632.3114136519.606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017MLBS_009542632.311"
"1172","MLBS","2018-07",2018,"MLBS_016",537612.325,4140998.446,37.415022,-80.574956,"Deciduous Forest","D",0,0,0,1.489992604,0.087646624,17,1.489992604,0.087646624,17,0,0,0,1,0,0,15.9375,0,0,1,15.9375,1.489992604,0.087646624,17,1.403243491,0.107941807,13,"plot","not_invaded",0.84137931,0.046425568,26.5339797,29.815,1.425881786,0.106575964,0.893424036,1.72873105,5.992878151,0.262188129,2.633671619,0.6186758,0.865316067,8.77690253,0.6186758,21.90175,24.5005,"2018MLBS_016537612.325","000000000000000000a8",537612.325,43,4140998.446,"MLBS_016","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.57495719713104,37.41502380015886]}","MLBS_016537612.3254140998.446","MLBS_016","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.415022,-80.574956,"WGS84","17N",537612.325,4140998.446,0.23,760.89,0.43,760.31,771.77,2.75,189.5,"deciduousForest","Ultisols","GeoXH 6000",20170928,409,6,3.5,"div|cdw|cfc|dhp|hbp|vst",40,"MLBS_016537612.3254140998.446","2018MLBS_016537612.325"
"1168","MLBS","2018-07",2018,"MLBS_015",538210.77,4140964.591,37.414692,-80.568195,"Deciduous Forest","D",0,0,0,3.378724485,0.048267493,70,3.323045201,0.04959769,67,1.013312687,0.337770896,3,0.977477477,0.022522523,0,22.60416667,0.520833333,0,1,23.125,3.378724485,0.048267493,70,2.784993598,0.079571246,35,"plot","not_invaded",0.735682819,0.062974899,28.70448843,32.239,2.039173671,0.117913832,0.882086168,2.67644312,7.080761922,0.302389358,2.955076444,0.701218139,0.880361611,8.435452854,0.701218139,19.94525,25.624,"2018MLBS_015538210.77","000000000000000000a9",538210.77,43,4140964.591,"MLBS_015","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.56819719993402,37.41469382668092]}","MLBS_015538210.774140964.591","MLBS_015","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.414692,-80.568195,"WGS84","17N",538210.77,4140964.591,0.12,786.31,0.19,782.57,790.41,4.57,45,"deciduousForest","Ultisols","GeoXH 6000",20171003,412,6.4,2.9,"div|cdw|cfc|dhp|hbp|vst",40,"MLBS_015538210.774140964.591","2018MLBS_015538210.77"
"1167","MLBS","2018-07",2018,"MLBS_014",539170.365,4141236.465,37.417102,-80.557337,"Deciduous Forest","D",0,0,1,2.484903428,0.034039773,73,2.40569087,0.035377807,68,0.710109778,0.142021956,5,0.970815962,0.02739726,0.001786778,67.91666667,1.916666667,0.125,0.998213222,69.83333333,2.493554191,0.033696678,74,2.203048617,0.057974964,38,"plot","invaded",0.731927711,0.044734773,25.85247938,32.98,3.279026665,0.120181406,0.879818594,6.446569716,9.634426944,0.454157106,3.370967828,0.712689583,0.903747219,7.813285408,0.712689583,14.12875,25.6,"2018MLBS_014539170.365","000000000000000000aa",539170.365,41,4141236.465,"MLBS_014","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.55733482976783,37.41710174124977]}","MLBS_014539170.3654141236.465","MLBS_014","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.417102,-80.557337,"WGS84","17N",539170.365,4141236.465,0.15,784.42,0.18,780.67,789.72,2.46,226.1,"deciduousForest","Ultisols","GeoXH 6000",20170928,302,5.6,2.2,"div|cdw|cfc|dhp|hbp|vst",40,"MLBS_014539170.3654141236.465","2018MLBS_014539170.365"
"1152","MLBS","2018-07",2018,"MLBS_019",539707.221,4142044.152,37.42436,-80.551226,"Deciduous Forest","D",0,0,0,2.484555923,0.062113898,40,2.337930866,0.063187321,37,1.07338362,0.35779454,3,0.94295302,0.05704698,0,17.5625,1.0625,0,1,18.625,2.484555923,0.062113898,40,2.15342768,0.09362729,23,"plot","not_invaded",0.840425532,0.034051456,23.63307053,26.73,1.756117379,0.099773243,0.900226757,2.387603433,6.140011142,0.315683756,2.025104865,0.629589949,0.806551981,13.02051668,0.629589949,17.02475,22.024,"2018MLBS_019539707.221","000000000000000000ab",539707.221,43,4142044.152,"MLBS_019","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.55122586132461,37.42435669866373]}","MLBS_019539707.2214142044.152","MLBS_019","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.42436,-80.551226,"WGS84","17N",539707.221,4142044.152,0.11,785.28,0.21,785,793.19,2.69,45,"deciduousForest","Ultisols","GeoXH 6000",20170928,310,6.9,2.1,"div|cdw|cfc|dhp|hbp|vst",40,"MLBS_019539707.2214142044.152","2018MLBS_019539707.221"
"1195.1","MLBS","2018-07",2018,"MLBS_063",541794.32,4136853.963,37.377486,-80.527932,"Deciduous Forest","D",0,0,0,1.826486948,0.091324347,20,1.826486948,0.091324347,20,0,0,0,1,0,0,19.125,0,0,1,19.125,1.826486948,0.091324347,20,1.654116383,0.110274426,15,"plot","not_invaded",0.881355932,0.019587464,17.80378571,21.208,1.458908752,0.111111111,0.888888889,1.660926651,4.795821042,0.348290751,1.146287079,0.631283518,0.833475466,8.086102536,0.631283518,11.914,14.998,"2018MLBS_063541794.32","000000000000000000ac",541794.32,41,4136853.963,"MLBS_063","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.52793151742141,37.377487087490955]}","MLBS_063541794.324136853.963","MLBS_063","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","tower","basePlot",NA,1600,"40m x 40m",37.377486,-80.527932,"WGS84","17N",541794.32,4136853.963,0.27,1175.71,0.36,1171.19,1181.45,0,0,"deciduousForest","Ultisols","GeoXH 6000",20150717,462,2.1,1.2,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"MLBS_063541794.324136853.963","2018MLBS_063541794.32"
"1163.1","MLBS","2018-07",2018,"MLBS_002",542123.13,4136253.43,37.372058,-80.524252,"Deciduous Forest","D",0,0,1,2.822298277,0.054274967,52,2.732062463,0.055756377,49,0.484524149,0.16150805,3,0.941641939,0.056379822,0.001978239,19.83333333,1.1875,0.041666667,0.998021761,21.02083333,2.831007001,0.053415226,53,2.480008499,0.085517534,29,"plot","invaded",0.772727273,0.051147483,18.1501519,20.92,1.205397081,0.10430839,0.89569161,0.922242746,5.273760023,0.385669629,1.507331273,0.608658826,0.812478715,10.48402306,0.608658826,11.191,15.507,"2018MLBS_002542123.13","000000000000000000ad",542123.13,41,4136253.43,"MLBS_002","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.52425275905232,37.372055902407865]}","MLBS_002542123.134136253.43","MLBS_002","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","distributed","basePlot",NA,1600,"40m x 40m",37.372058,-80.524252,"WGS84","17N",542123.13,4136253.43,0.23,1178.53,0.33,1174.88,1180.98,6.3,279.51,"deciduousForest","Ultisols","GeoXH 6000",20150928,516,10.4,4.1,"div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc",40,"MLBS_002542123.134136253.43","2018MLBS_002542123.13"
"1190.1","MLBS","2018-07",2018,"MLBS_064",542482.304,4136644.036,37.375562,-80.520174,"Deciduous Forest","D",0,0,0,2.595127039,0.083713775,31,2.583712384,0.086123746,30,0,0,1,0.997382199,0.002617801,0,23.8125,0.0625,0,1,23.875,2.595127039,0.083713775,31,1.948795349,0.108266408,18,"plot","not_invaded",0.859060403,0.028339061,16.01690355,20.168,1.558773249,0.106575964,0.893424036,1.772164098,3.909521891,0.304876813,1.086176237,0.602840504,0.793768815,9.325236826,0.602840504,10.6315,13.777,"2018MLBS_064542482.304","000000000000000000ae",542482.304,41,4136644.036,"MLBS_064","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.5201726815884,37.37556075583587]}","MLBS_064542482.3044136644.036","MLBS_064","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","tower","basePlot",NA,1600,"40m x 40m",37.375562,-80.520174,"WGS84","17N",542482.304,4136644.036,0.28,1177.27,0.34,1173.26,1182.2,1.83,180.4,"deciduousForest","Entisols","GeoXH 6000",20150810,538,6.3,3.6,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"MLBS_064542482.3044136644.036","2018MLBS_064542482.304"
"1186.1","MLBS","2018-07",2018,"MLBS_061",542514.739,4136762.794,37.376631,-80.5198,"Deciduous Forest","D",0,0,0,2.817614905,0.065525928,43,2.789019349,0.068024862,41,0.562335145,0.281167572,2,0.992071358,0.007928642,0,20.85416667,0.166666667,0,1,21.02083333,2.817614905,0.065525928,43,2.14964937,0.085985975,25,"plot","not_invaded",0.748387097,0.063207106,15.07850877,17.332,1.321115167,0.095238095,0.904761905,1.169165011,4.015284385,0.357938431,0.704323475,0.601059696,0.7921189,8.543832589,0.601059696,9.057,12.281,"2018MLBS_061542514.739","000000000000000000af",542514.739,41,4136762.794,"MLBS_061","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.51979811709992,37.376630940088695]}","MLBS_061542514.7394136762.794","MLBS_061","41","unitedStates","VA","Giles","Appalachians & Cumberland Plateau","D07","Mountain Lake Biological Station NEON","MLBS","tower","basePlot",NA,1600,"40m x 40m",37.376631,-80.5198,"WGS84","17N",542514.739,4136762.794,0.14,1169.02,0.22,1167.3,1175.66,0,0,"deciduousForest","Entisols","GeoXH 6000",20150810,506,3.7,2.4,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"MLBS_061542514.7394136762.794","2018MLBS_061542514.739"
"NA.89","MLBS","2018-07",2018,"MLBS_009",542632.311,4136519.606,37.374434,-80.518487,"Deciduous Forest","D",0,0,1,3.10408184,0.054457576,57,3.075824337,0.058034421,53,0.49695732,0.12423933,4,0.837972167,0.15805169,0.003976143,17.5625,3.3125,0.083333333,0.996023857,20.875,3.117685699,0.053753202,58,2.275693034,0.091027721,25,"plot","invaded",0.749425287,0.06582895,16.44865063,18.699,1.260384164,0.10430839,0.89569161,1.016660401,4.605272119,0.3718207,1.650839171,0.603289355,0.788739946,11.8848487,0.603289355,10.204,13.8675,"2018MLBS_009542632.311","000000000000000000b0",542632.311,41,4136519.606,"MLBS_009","MLBS",2018,"2018-07","{""type"":""Point"",""coordinates"":[-80.51848714139021,37.37443260326935]}","MLBS_009542632.3114136519.606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018MLBS_009542632.311"
